mancebox|915303200110137344|2017-10-03 19:51:03|b'klue-microservice 0.0.105: Easily implement a REST API and deploy it as a Docker container on amazon AWS https://t.co/r1o9JOxiiA'
mancebox|915303197752856576|2017-10-03 19:51:02|b'klue-microservice-async 0.0.10: Seamless asynchronous execution of method calls inside a Klue Microservic... https://t.co/2ibGzEkrtS'
mancebox|915303196595249154|2017-10-03 19:51:02|b'steam 0.8.22: Module for interacting with various Steam features https://t.co/oiclCT4YmK'
mancebox|915303194875564033|2017-10-03 19:51:01|b'backy2 2.9.15: A block / disk based backup and restore solution https://t.co/tmQk4vsOn3'
mancebox|915303193185222657|2017-10-03 19:51:01|b'arandomness 0.1.0a15: An arandom assortment of random modules https://t.co/ywnhWwdQj6'
mancebox|915303191981510657|2017-10-03 19:51:01|b'white-rabbit 0.0.5: Vectorized summary stats computation https://t.co/OY1Do6SfgX'
mancebox|915303190643527682|2017-10-03 19:51:00|b'cro 0.0.1.dev3: Coral Reef Optimization (CRO) Algorithm https://t.co/ulP163J810'
mancebox|915303189297221632|2017-10-03 19:51:00|b'sppclient 0.43: A client for IBM Spectrum Protect Plus. https://t.co/rk9wkGyj7K'
mancebox|915303112608493568|2017-10-03 19:50:42|b'Codementor: Exploring Serverless with Python, StepFunctions, and Web Front-end Serverless slack invite and communi\xe2\x80\xa6 https://t.co/2Jv3u6qskh'
mancebox|915303108317675520|2017-10-03 19:50:41|"b""Weekly Python Chat: PyGotham Chat\n\nThis week I'll be hosting a live chat from PyGotham! Come hang out and ask ques\xe2\x80\xa6 https://t.co/U2v44nSZR6"""
mancebox|915303068346077184|2017-10-03 19:50:31|b'RT @ishan_13: Zerynth Recommended by Espressif Systems for ESP32 and IoT Development in Python https://t.co/vJgafOmpC6 #geek #iosdev #tech'
mancebox|915303065577803776|2017-10-03 19:50:30|b'RT @7Biafra: Fulani Herdsmen slaughtering innocent Nigerians across the Nation are not labeled terrorists and no Python is attacking them,\xe2\x80\xa6'
mancebox|915302998993195008|2017-10-03 19:50:15|b'RT @7Biafra: Fulani Herdsmen slaughtering innocent Nigerians across the Nation are not labeled terrorists and no Python is attacking them,\xe2\x80\xa6'
mancebox|915302943368376322|2017-10-03 19:50:01|"b""Cyber security, javascript/python and backend development vols, we'd love your help on a few projects in process:\xe2\x80\xa6 https://t.co/BTrUYZFoIp"""
mancebox|915302941262843909|2017-10-03 19:50:01|b'\xd0\x9a\xd0\x90\xd0\x9a\xd0\x9e\xd0\x99 \xd0\xa1\xd0\x9c\xd0\xab\xd0\xa1\xd0\x9b \xd0\x97\xd0\x90\xd0\x9d\xd0\x98\xd0\x9c\xd0\x90\xd0\xa2\xd0\xac\xd0\xa1\xd0\xaf \xd0\x9f\xd0\xa0\xd0\x9e\xd0\x93\xd0\xa0\xd0\x90\xd0\x9c\xd0\x9c\xd0\x98\xd0\xa0\xd0\x9e\xd0\x92\xd0\x90\xd0\x9d\xd0\x98\xd0\x95\xd0\x9c \xd0\x95\xd0\xa1\xd0\x9b\xd0\x98 \xd0\xaf \xd0\x94\xd0\x90\xd0\x96\xd0\x95 PYTHON \xd0\xa3\xd0\xa1\xd0\xa2\xd0\x90\xd0\x9d\xd0\x9e\xd0\x92\xd0\x98\xd0\xa2\xd0\xac \xd0\x9d\xd0\x95 \xd0\x9c\xd0\x9e\xd0\x93\xd0\xa3?!?!?!??'
mancebox|915302938133884928|2017-10-03 19:50:00|b'En serio, yo creo que el discurso se lo han escrito los Monty Python.'
mancebox|915302933893451777|2017-10-03 19:49:59|b'Year 9 Python programming course starting next term! Thanks to the top computing and ICT team for offering this.'
mancebox|915302903191146497|2017-10-03 19:49:52|b'RT @0xmchow: Here is a fun exercise to learn Python and Scapy: extract the picture from the following PCAP https://t.co/A7dQ984RNn'
mancebox|915302852490383360|2017-10-03 19:49:40|"b""RT @CN4real: @evuleogu If not for Python dance he is marketable in SE, He won't sell in SW"""
mancebox|915302827886546944|2017-10-03 19:49:34|"b""RT @CodeFirstGirls: Like @MrDarrenV said, don't forget to sign up for our Python course this term @sheffielduni!! Link here \xf0\x9f\x91\x89https://t.co/2\xe2\x80\xa6"""
mancebox|915302816171872256|2017-10-03 19:49:31|"b'RT @ManningBooks: Read: ""Deep Learning for Text"", an excerpt from #DeepLearning with #Python https://t.co/wwZPWMjHq8 @fchollet #DL https://\xe2\x80\xa6'"
mancebox|915302759536238593|2017-10-03 19:49:18|"b""Like @MrDarrenV said, don't forget to sign up for our Python course this term @sheffielduni!! Link here \xf0\x9f\x91\x89\xe2\x80\xa6 https://t.co/GExVeuN6YQ"""
mancebox|915302703634432000|2017-10-03 19:49:04|b'\xe3\x83\x98\xe3\x83\x93\xe3\x81\xaf\xe3\x81\x93\xe3\x82\x93\xe3\x81\xaa\xe6\x84\x9f\xe3\x81\x98\xe3\x81\xa7\xe3\x82\xaa\xe3\x83\x8a\xe3\x83\xa9\xe3\x81\x99\xe3\x82\x8b\xe3\x82\x88 https://t.co/uMGwYOdUCU'
mancebox|915302654544351233|2017-10-03 19:48:53|b'RT @DaniMateoAgain: Cuando uno pide 100 euros y el otro ofrece 5, parece imposible llegar a un acuerdo, pero se llega. Como dicen los Monty\xe2\x80\xa6'
mancebox|915302642682695680|2017-10-03 19:48:50|b'@YouTube Why did I get an ad that was 1:19 long... AND NO SKIP BUTTON?!\n\nTHIS IS MADNESS https://t.co/Y61cH9D0Vd'
mancebox|915302618074824704|2017-10-03 19:48:44|b'Senior Security Engineer - Response at Netflix (Los Gatos, California) https://t.co/V1FOVnYxDX #aws #losgatos #python'
mancebox|915302602195300352|2017-10-03 19:48:40|b'RT ishan_13: Zerynth Recommended by Espressif Systems for ESP32 and IoT Development in Python https://t.co/HwyEQHJmk9 #geek #iosdev #tech \xe2\x80\xa6'
mancebox|915302579575369728|2017-10-03 19:48:35|b'RT @algoritmic: Python for mathematical visualization: a four dimensional case study https://t.co/gz7jZx6KVa &amp; https://t.co/D3SddfyGE0 #Pyt\xe2\x80\xa6'
mancebox|915302551515488263|2017-10-03 19:48:28|"b""RT @Daily_Star: Monstrous 23 FOOT-LONG snake savages man in vicious fight \xe2\x80\x93 but you won't BELIEVE who won https://t.co/MXMUVAqDpL https://t\xe2\x80\xa6"""
mancebox|915302545706414080|2017-10-03 19:48:27|b'@muath2 @fajmi5 Python+ php'
mancebox|915302520720945152|2017-10-03 19:48:21|"b""@StephanieKelton Starve the beast, they say.\nFeed us like Monty Python's \nMister Creosote\n\n#IOnlyTGweetinHaiku"""
mancebox|915302486298157057|2017-10-03 19:48:12|"b'RT @ManningBooks: Read: ""Deep Learning for Text"", an excerpt from #DeepLearning with #Python https://t.co/wwZPWMjHq8 @fchollet #DL https://\xe2\x80\xa6'"
mancebox|915302454501163008|2017-10-03 19:48:05|b'How Berkeley Lab Software Helped Lead to the 2017 Nobel Prize in Physics - Lawrence Berkeley National\xe2\x80\xa6\xe2\x80\xa6 https://t.co/CFnLGJelC8'
mancebox|915302435387617280|2017-10-03 19:48:00|b'\xec\x98\xa4\xeb\x9e\x9c\xeb\xa7\x8c\xec\x97\x90 \xea\xb0\x99\xec\x9d\xb4 \xed\x8c\x8c\xeb\xb0\x8d.. \xed\x95\xb4\xed\x94\xbc\xed\x95\x98\xea\xb2\x8c \xec\x9e\x90\xec\x95\xbc\xec\xa7\x80'
mancebox|915302369969229824|2017-10-03 19:47:45|b'RT @brianokken: Python Testing with pytest: The fastest way to learn pytest. https://t.co/uKsgSkWQCz via @brianokken https://t.co/8eo6etXiiC'
mancebox|915302355402350592|2017-10-03 19:47:41|b'RT @7Biafra: Fulani Herdsmen slaughtering innocent Nigerians across the Nation are not labeled terrorists and no Python is attacking them,\xe2\x80\xa6'
mancebox|915302279791734790|2017-10-03 19:47:23|b'RT @ishan_13: Zerynth Recommended by Espressif Systems for ESP32 and IoT Development in Python https://t.co/vJgafOmpC6 #geek #iosdev #tech'
mancebox|915302188355743744|2017-10-03 19:47:01|b'Zerynth Recommended by Espressif Systems for ESP32 and IoT Development in Python https://t.co/vJgafOmpC6 #geek #iosdev #tech'
mancebox|915302171352207360|2017-10-03 19:46:57|b'@ShaynaSheinfeld There was a funny one about destruction that used an #OnlyAFleshWound Monty Python reference. Thought that was great.'
mancebox|915302156986671105|2017-10-03 19:46:54|b'RT @Hackers_toolbox: Python Steganography Tool: Stegosaurus https://t.co/GxPIiIss1L #InfoSec #CyberSecurity'
mancebox|915302125273587712|2017-10-03 19:46:46|"b""Python Algorithms: Mastering Basic Algorithms in the Python Language (Expert'... - https://t.co/otqmS5LsSN"""
mancebox|915302123381886979|2017-10-03 19:46:46|b'RT @SynBioChile: Open source fluorescence imaging: acrylic filters, Raspberry PI cam, open hardware, Python control, Jupyter analysis and l\xe2\x80\xa6'
mancebox|915302078012170240|2017-10-03 19:46:35|b'RT @algoritmic: Python for mathematical visualization: a four dimensional case study https://t.co/gz7jZx6KVa &amp; https://t.co/D3SddfyGE0 #Pyt\xe2\x80\xa6'
mancebox|915302060010217473|2017-10-03 19:46:31|b'@CervantesFAQs @rosamariaartal En la era de internet y las redes sociales necesitas leer prensa extranjera para sab\xe2\x80\xa6 https://t.co/4ItM9d8BZ1'
mancebox|915302029932756997|2017-10-03 19:46:24|b'Python Testing with pytest: The fastest way to learn pytest. https://t.co/uKsgSkWQCz via @brianokken https://t.co/8eo6etXiiC'
mancebox|915301982952460290|2017-10-03 19:46:12|"b""@Liverbird_LFC That means youre doing something to help yourself which is a good thing. If you ever want to talk I'\xe2\x80\xa6 https://t.co/ob1Fhv2Jm2"""
mancebox|915301953998954496|2017-10-03 19:46:05|b'RT @LindleyE: My #BookReview of #Romance Divinity And The Python by @BonnieRandall35 #TuesdayBookBlog https://t.co/ZFcoC2tMLC via @rosieamb\xe2\x80\xa6'
mancebox|915301937259540480|2017-10-03 19:46:01|b'@CorsiGuy Learning Python haha'
mancebox|915301934034309126|2017-10-03 19:46:01|b'#Python def func(*arg) \xe3\x81\xae\xe3\x82\x88\xe3\x81\x86\xe3\x81\xab * \xe3\x82\x92\xe3\x81\xa4\xe3\x81\x91\xe3\x82\x8b\xe3\x81\xa8\xe5\x8f\xaf\xe5\xa4\x89\xe9\x95\xb7\xe3\x81\xae\xe5\xbc\x95\xe6\x95\xb0\xe3\x82\x92\xe5\x8f\x97\xe3\x81\x91\xe5\x8f\x96\xe3\x82\x8c\xe3\x82\x8b(func(1,2,3))\xe3\x80\x82\xe9\x96\xa2\xe6\x95\xb0\xe3\x81\xab\xe3\x81\xaf\xe3\x82\xbf\xe3\x83\x97\xe3\x83\xab\xe3\x81\xa8\xe3\x81\x97\xe3\x81\xa6\xe6\xb8\xa1\xe3\x81\x95\xe3\x82\x8c\xe3\x82\x8b\xe3\x80\x82def func(**arg) \xe3\x81\xa0\xe3\x81\xa8\xe5\x8f\xaf\xe5\xa4\x89\xe9\x95\xb7\xe3\x81\xae\xe8\xbe\x9e\xe6\x9b\xb8\xe3\x81\x8c\xe5\x8f\x97\xe3\x81\x91\xe5\x8f\x96\xe3\x82\x8c\xe3\x82\x8b(func(a=1,b=2,c=3))\xe3\x80\x82\n[19]'
mancebox|915301930469134336|2017-10-03 19:46:00|b'Python Steganography Tool: Stegosaurus https://t.co/GxPIiIss1L #InfoSec #CyberSecurity'
mancebox|915301923691139072|2017-10-03 19:45:58|b'Fedora 26: python-tablib Security Update https://t.co/faVA5AsHyC'
mancebox|915301910357430272|2017-10-03 19:45:55|b'RT @egreen460: https://t.co/zYPfprYeSI is For Sale #austria #C #html #Java #Ruby #Python #CSS #Nodejs #Clojure #Perl #AllDev #vr #androidde\xe2\x80\xa6'
mancebox|915301884260470791|2017-10-03 19:45:49|b'RT @jonathanmartinz: Lo de la Guardia Civil buscando las urnas de Sant Mori ya lo predijeron los Monty Python. https://t.co/qiHrMAgdA4'
mancebox|915301882226241536|2017-10-03 19:45:48|b'Maybe she\xe2\x80\x99s born with it maybe it\xe2\x80\x99s Python'
mancebox|915301861493579776|2017-10-03 19:45:43|b'RT @algoritmic: Python for mathematical visualization: a four dimensional case study https://t.co/gz7jZx6KVa &amp; https://t.co/D3SddfyGE0 #Pyt\xe2\x80\xa6'
mancebox|915301861166546945|2017-10-03 19:45:43|"b'Operation Crocodile Smile in the Niger Delta.\nOperation Python Dance in the East.\nThis Buhari government...\n\n""Ife onye cho, k\'ofu"".'"
mancebox|915301789532065792|2017-10-03 19:45:26|b'RT @TerraMeijar: Top 8 resources for Python beginners #python https://t.co/yBpw3TCycp https://t.co/xXtwuKLD0O'
mancebox|915301784327000065|2017-10-03 19:45:25|b'RT @KirkDBorne: Tutorial to Learn #DataScience with #Python: https://t.co/PfQ5gftVCF #abdsc #BigData #MachineLearning #Pandas by @Analytics\xe2\x80\xa6'
mancebox|915301765083414528|2017-10-03 19:45:20|b'RT @lezafinal: \xec\x95\x84\xeb\x8b\x88 \xeb\xaf\xb8\xec\xb9\x9c \xec\x9d\xb4\xeb\xb2\x88\xec\x97\x90 \xec\x83\x88\xeb\xa1\x9c\xeb\x82\x98\xec\x98\xa4\xeb\x8a\x94 \xed\x8c\x8c\xed\x8c\x90 \xeb\xa7\x88\xec\x9a\xb0\xec\x8a\xa4\xea\xb5\xbf\xec\xa6\x88\xea\xb0\x80 \xec\x9d\xb4\xeb\xa0\x81\xea\xb1\xb0\xec\x97\xbf\xec\x96\xb4?!? \xec\x99\x84\xec\xa0\x84\xec\x82\xac\xea\xb3\xa0\xec\x8b\xb6\xec\x9e\x94\xec\x95\x84..\xe3\x85\xa0\xe3\x85\xa0 https://t.co/7mzw52i1Q8'
mancebox|915301748679593984|2017-10-03 19:45:17|b'RT @DaniMateoAgain: Cuando uno pide 100 euros y el otro ofrece 5, parece imposible llegar a un acuerdo, pero se llega. Como dicen los Monty\xe2\x80\xa6'
mancebox|915301719092887552|2017-10-03 19:45:09|b'RT @kdnuggets: Beautiful #Python Visualizations: An #Interview with Bryan Van de Ven, Bokeh Core Developer #KDN https://t.co/l407qauESn'
mancebox|915301693214126082|2017-10-03 19:45:03|b'RT @biglesp: Need to know how to send a tweet with Python? Look no further than here &gt;&gt; https://t.co/aKNyiklW4a #picademy cc @ben_nuttall'
mancebox|915301681927159809|2017-10-03 19:45:01|b'wfdb 1.3.5: The WFDB Python Toolbox https://t.co/tVz53ebMKv'
mancebox|915301580802449408|2017-10-03 19:44:37|b'RT @redline_the: @jacksonpbn Hate speech!\nNational Red Line crossing observed\n@MBuhari python is gearing up'
mancebox|915301566290079744|2017-10-03 19:44:33|"b'RT @ff14_distrust: \xec\xa6\x90\xea\xb1\xb0\xec\x9a\xb4 \xed\x95\x9c\xea\xb0\x80\xec\x9c\x84\xea\xb0\x80 \xeb\x90\x98\xec\x8b\x9c\xea\xb8\xb8 \xeb\xb0\x94\xeb\x9d\xbc\xeb\xa9\xb0\n\xeb\xb6\x88\xec\x8b\xa0\xeb\xb6\x80\xeb\x8c\x80 \xeb\x8f\x8c\xeb\xb0\x9c \xec\x9d\xb4\xeb\xb2\xa4\xed\x8a\xb8!\n\n\xed\x95\xb4\xeb\x8b\xb9 \xed\x8a\xb8\xec\x9c\x97\xec\x9d\x84 \xec\x95\x8c\xed\x8b\xb0\xed\x95\xb4\xec\xa3\xbc\xec\x8b\xa0 ""\xeb\xb6\x80\xeb\x8c\x80\xec\x9b\x90 \xed\x95\x9c \xeb\xb6\x84""\xea\xb3\xbc ""\xeb\xb6\x80\xeb\x8c\x80\xec\x9b\x90 \xec\x99\xb8\xec\x9d\x98 \xed\x95\x9c \xeb\xb6\x84""\xec\x97\x90\xea\xb2\x8c \xec\x9b\x90\xed\x95\x98\xec\x8b\x9c\xeb\x8a\x94 \xec\x9e\xa1\xec\x9d\x98 \xec\x86\x8c\xec\x9a\xb8 \xed\x81\xac\xeb\xa6\xac\xec\x8a\xa4\xed\x83\x88 \xed\x82\xa4\xeb\xa7\x81\xec\x9d\x84 \xec\x84\xa0\xeb\xac\xbc \xed\x95\xb4 \xeb\x93\x9c\xeb\xa6\xbd\xeb\x8b\x88\xeb\x8b\xa4!!\n\n\xeb\xb0\x9c\xed\x91\x9c\xeb\x8a\x94 6\xec\x9d\xbc \xec\x98\xa4\xed\x9b\x84 2\xec\x8b\x9c!!\n\xec\xb8\x84\xeb\x9d\xbc\xe2\x80\xa6'"
mancebox|915301502713024512|2017-10-03 19:44:18|b'@AJacksonTV you can give up the python, this is what you need to wear !! Saw this today walking through the mall be\xe2\x80\xa6 https://t.co/UgG1eW1BcA'
mancebox|915301493623881728|2017-10-03 19:44:16|b'i hate doing my python assignments. \xf0\x9f\x99\x84 I miss java. I only get like one java assignment every 2 weeks'
mancebox|915301461269020672|2017-10-03 19:44:08|b'kinesyslog 0.1.0: Syslog relay to Kinesis Firehose. Supports UDP, TCP, and TLS: RFC2164, RFC5424, RFC5425... https://t.co/Y7LHljiWVs'
mancebox|915301388116221954|2017-10-03 19:43:51|b'\xd0\xa1\xd1\x82\xd0\xb0\xd0\xbb\xd0\xb8 \xd0\xb4\xd0\xbe\xd1\x81\xd1\x82\xd1\x83\xd0\xbf\xd0\xbd\xd1\x8b \xd0\xb2\xd0\xb8\xd0\xb4\xd0\xb5\xd0\xbe \xd1\x81 #EuroPython 2017 - https://t.co/Cg7bwicNbQ\n#Python'
mancebox|915301353165131777|2017-10-03 19:43:42|b'Slither.io developer hired a python to choke the creators of this game, but they survived! https://t.co/pyZC8u7glk #creaturio'
mancebox|915301254192037888|2017-10-03 19:43:19|b'@ddddarby I feel like ur missing a python plant crawling out of your pocket'
mancebox|915301246566838275|2017-10-03 19:43:17|b'@okutaowetenpi Yes, I am suggesting Biafran agitation caused Arewa youths 2 issue quit notice and the army 2 dance\xe2\x80\xa6 https://t.co/xrdXMY25qV'
mancebox|915301241512751104|2017-10-03 19:43:16|b'@Python_00 Tipo Fiorello e il circo calabrese'
mancebox|915301237649809409|2017-10-03 19:43:15|"b""@geeknik @shakabra That's awesome! Be sure to post updates on how it performs compared to fuzzers written in other\xe2\x80\xa6 https://t.co/36RfbDLE7S"""
mancebox|915301237356085249|2017-10-03 19:43:15|b'@bd_gfngfn \xe7\xa7\x81\xe3\x81\xafF#(\xe4\xbf\xa1\xe9\xa0\xbc\xe3\x81\xae\xe3\x83\x9e\xe3\x82\xa4\xe3\x82\xaf\xe3\x83\xad\xe3\x82\xbd\xe3\x83\x95\xe3\x83\x88)\xe3\x82\x92\xe4\xbd\xbf\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xa6\xe3\x80\x81\xe3\x81\xaf\xe3\x81\x81\xe3\x82\x89\xe3\x81\x8f\xe3\x81\xa0\xe6\xa5\xbd\xe3\x81\xa0\xe3\x81\xa8\xe6\x80\x9d\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x9f\xe3\x81\x8c\xe3\x82\x84\xe3\x81\xa3\xe3\x81\xb1VS\xe7\xb3\x9e\xe9\x87\x8d\xe3\x82\x93\xe3\x81\x84\xe3\x81\x97\xe3\x80\x81\xe3\x83\x89\xe3\x82\xad\xe3\x83\xa5\xe3\x83\xa1\xe3\x83\xb3\xe3\x83\x88\xe3\x81\x8cC#\xe3\x81\xab\xe6\xaf\x94\xe3\x81\xb9\xe3\x82\x8b\xe3\x81\xa8\xe3\x81\x99\xe3\x81\x8f\xe3\x81\xaa\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe3\x82\x8a\xe3\x81\x97\xe3\x81\x9f\xe3\x80\x82\xe3\x81\xa7\xe3\x80\x81\xe3\x82\x84\xe3\x81\xa3\xe3\x81\xb1\xe6\x97\xa5\xe6\x9c\xac\xe8\xaa\x9e(unicode)\xe3\x81\xa3\xe3\x81\xa6\xe5\xa4\xa7\xe4\xba\x8b\xe3\x81\xaa\xe8\xa8\xb3\xe3\x81\xa0\xe3\x82\x88\xe3\x81\xad\xe3\x80\x82node.js\xe2\x80\xa6 https://t.co/pODlovR2wz'
mancebox|915301221535170560|2017-10-03 19:43:11|b'Lunch n learn some python!\nhttps://t.co/RmCrkyCg41'
mancebox|915301181878145025|2017-10-03 19:43:01|b'How Python rose to the top of the data science world https://t.co/OW22etQbxi https://t.co/VdUT8CATfH'
mancebox|915301181425094656|2017-10-03 19:43:01|b'coil 1.3.12: A user-friendly CMS frontend for Nikola. https://t.co/vhvAwNApEH'
mancebox|915301178719850496|2017-10-03 19:43:01|b'totvserprm 1.0: API para webservices do TOTVS ERP RM. https://t.co/czXdzPcupz'
mancebox|915301178287771648|2017-10-03 19:43:01|b'RT @IoTJobs_eu: hon) at The National Radio Astronomy Observatory (Charlottesville, VA) https://t.co/2GZE7Z795q #IoT #news #hiring #career #\xe2\x80\xa6'
mancebox|915301152601907203|2017-10-03 19:42:54|b'RT @KarachiwaIa: Woman Slept with Her Pet Python..... https://t.co/2gTSE6Tzge'
mancebox|915301147728113664|2017-10-03 19:42:53|"b""@JonFromIsrael @Howling_Snail @EB_twit Hovercraft. It's an old Monty Python sketch."""
mancebox|915301143558881280|2017-10-03 19:42:52|b'RT @ThamizhPaiyan: Code examples for python do not formate on stackoverflow for me https://t.co/bQZiZv35CU https://t.co/wvb1vfNCqs'
mancebox|915301137003241476|2017-10-03 19:42:51|b'RT @rosieamber1: My #BookReview of #Paranormal Romantic Suspense Divinity And The Python by @BonnieRandall35 #TuesdayBookBlog https://t.co/\xe2\x80\xa6'
mancebox|915301113091551233|2017-10-03 19:42:45|b'RT @HayzedMytinz: OMG!!! Man Survives After Wrestling With A 7-Meter Python (Photos)'
mancebox|915301096066834435|2017-10-03 19:42:41|"b""RT @Daily_Star: Monstrous 23 FOOT-LONG snake savages man in vicious fight \xe2\x80\x93 but you won't BELIEVE who won https://t.co/MXMUVAqDpL https://t\xe2\x80\xa6"""
mancebox|915301086352769030|2017-10-03 19:42:39|b'RT @mvdbman: Modern solutions require modern languages.  Here is something else you can do with #MultiValue Python. https://t.co/OqawkxSuMv'
mancebox|915301068950601737|2017-10-03 19:42:34|b'RT @jonathanmartinz: Lo de la Guardia Civil buscando las urnas de Sant Mori ya lo predijeron los Monty Python. https://t.co/qiHrMAgdA4'
mancebox|915301058796249088|2017-10-03 19:42:32|b'@juanlusanchez Supongo que hablaba para esos catalanes-espa\xc3\xb1oles que llevan d\xc3\xadas flipando con la inseguridad jur\xc3\xaddica que les rodea'
mancebox|915301053675032577|2017-10-03 19:42:31|b'The West is turning into a Monty Python sketch \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/EjhbVg2S0Q'
mancebox|915300924075249664|2017-10-03 19:42:00|b'RT @mvdbman: Modern solutions require modern languages.  Here is something else you can do with #MultiValue Python. https://t.co/OqawkxSuMv'
mancebox|915300913019019265|2017-10-03 19:41:57|b'OMG!!! Man Survives After Wrestling With A 7-Meter Python (Photos)'
mancebox|915300832949755905|2017-10-03 19:41:38|b'Code examples for python do not formate on stackoverflow for me https://t.co/bQZiZv35CU https://t.co/wvb1vfNCqs'
mancebox|915300828713496577|2017-10-03 19:41:37|b'hon) at The National Radio Astronomy Observatory (Charlottesville, VA) https://t.co/2GZE7Z795q #IoT #news #hiring #career #techjobs #job'
mancebox|915300821545361408|2017-10-03 19:41:35|b'RT @jd7h: Just blogged: Roger (python tool) monitors changes in HTTP status codes #OSINT https://t.co/C7BzIRguNS'
mancebox|915300759381663744|2017-10-03 19:41:21|b'RT @sabCompSci: Year 10 hard at work learning to code @sabsalford! #computerscience #python #loveinlearning https://t.co/2ZLziHYITW'
mancebox|915300748325457922|2017-10-03 19:41:18|b'@AdeolaFayehun At there was no python dancing.'
mancebox|915300682885996545|2017-10-03 19:41:02|b'RT @PyGuyCharles: #Python Flask: Pt 1/8 @RealPython tutorial on Flask + Redis + #Angularjs for live updates https://t.co/eQqNxj4Vfb #100Day\xe2\x80\xa6'
mancebox|915300677966073856|2017-10-03 19:41:01|b'django-modern-rpc 0.9.0: Simple and modern JSON-RPC and XML-RPC server implementation for Django https://t.co/zXLCChYMWM'
mancebox|915300676711919617|2017-10-03 19:41:01|b'RT @BestMusicLyric: Everybody leaves if they get the chance. \n\n-Radiohead'
